"","x","fit1","fit3"
"147",-4.854,-20.7834853948732,-7.97477908437266
"148",-4.853,-20.7758964583082,-7.95739982157183
"149",-4.852,-20.7683075217433,-7.94003336739523
"150",-4.851,-20.7607185851783,-7.92267971819914
"151",-4.85,-20.7531296486134,-7.90533887033988
"152",-4.849,-20.7455407120484,-7.88801082017376
"153",-4.848,-20.7379517754834,-7.87069556405702
"154",-4.847,-20.7303628389185,-7.853393098346
"155",-4.846,-20.7227739023535,-7.83610341939697
"156",-4.845,-20.7151849657886,-7.81882652356623
"157",-4.844,-20.7075960292236,-7.80156240721009
"158",-4.843,-20.7000070926586,-7.78431106668484
"159",-4.842,-20.6924181560937,-7.76707249834676
"160",-4.841,-20.6848292195287,-7.74984669855215
"161",-4.84,-20.6772402829638,-7.73263366365732
"162",-4.839,-20.6696513463988,-7.71543339001856
"163",-4.838,-20.6620624098338,-7.69824587399215
"164",-4.837,-20.6544734732689,-7.68107111193439
"165",-4.836,-20.6468845367039,-7.66390910020159
"166",-4.835,-20.6392956001389,-7.64675983515002
"167",-4.834,-20.631706663574,-7.62962331313599
"168",-4.833,-20.624117727009,-7.61249953051581
"169",-4.832,-20.6165287904441,-7.59538848364576
"170",-4.831,-20.6089398538791,-7.57829016888215
"171",-4.83,-20.6013509173141,-7.56120458258123
"172",-4.829,-20.5937619807492,-7.54413172109933
"173",-4.828,-20.5861730441842,-7.52707158079275
"174",-4.827,-20.5785841076193,-7.51002415801776
"175",-4.826,-20.5709951710543,-7.49298944913068
"176",-4.825,-20.5634062344893,-7.47596745048781
"177",-4.824,-20.5558172979244,-7.45895815844541
"178",-4.823,-20.5482283613594,-7.44196156935981
"179",-4.822,-20.5406394247945,-7.42497767958729
"180",-4.821,-20.5330504882295,-7.40800648548412
"181",-4.82,-20.5254615516645,-7.39104798340666
"182",-4.819,-20.5178726150996,-7.37410216971114
"183",-4.818,-20.5102836785346,-7.35716904075387
"184",-4.817,-20.5026947419696,-7.34024859289119
"185",-4.816,-20.4951058054047,-7.32334082247932
"186",-4.815,-20.4875168688397,-7.30644572587463
"187",-4.814,-20.4799279322748,-7.28956329943337
"188",-4.813,-20.4723389957098,-7.27269353951183
"189",-4.812,-20.4647500591448,-7.25583644246634
"190",-4.811,-20.4571611225799,-7.23899200465318
"191",-4.81,-20.4495721860149,-7.22216022242861
"192",-4.809,-20.44198324945,-7.20534109214898
"193",-4.808,-20.434394312885,-7.18853461017056
"194",-4.807,-20.42680537632,-7.17174077284965
"195",-4.806,-20.4192164397551,-7.15495957654252
"196",-4.805,-20.4116275031901,-7.13819101760549
"197",-4.804,-20.4040385666252,-7.12143509239487
"198",-4.803,-20.3964496300602,-7.10469179726692
"199",-4.802,-20.3888606934952,-7.08796112857794
"200",-4.801,-20.3812717569303,-7.07124308268427
"201",-4.8,-20.3736828203653,-7.05453765594216
"202",-4.799,-20.3660938838003,-7.03784484470791
"203",-4.798,-20.3585049472354,-7.02116464533779
"204",-4.797,-20.3509160106704,-7.00449705418816
"205",-4.796,-20.3433270741055,-6.98784206761529
"206",-4.795,-20.3357381375405,-6.97119968197545
"207",-4.794,-20.3281492009755,-6.95456989362494
"208",-4.793,-20.3205602644106,-6.93795269892009
"209",-4.792,-20.3129713278456,-6.92134809421715
"210",-4.791,-20.3053823912807,-6.90475607587246
"211",-4.79,-20.2977934547157,-6.88817664024227
"212",-4.789,-20.2902045181507,-6.87160978368291
"213",-4.788,-20.2826155815858,-6.85505550255066
"214",-4.787,-20.2750266450208,-6.8385137932018
"215",-4.786,-20.2674377084558,-6.82198465199265
"216",-4.785,-20.2598487718909,-6.80546807527951
"217",-4.784,-20.2522598353259,-6.78896405941865
"218",-4.783,-20.244670898761,-6.77247260076638
"219",-4.782,-20.237081962196,-6.75599369567898
"220",-4.781,-20.229493025631,-6.73952734051276
"221",-4.78,-20.2219040890661,-6.72307353162402
"222",-4.779,-20.2143151525011,-6.70663226536904
"223",-4.778,-20.2067262159362,-6.69020353810412
"224",-4.777,-20.1991372793712,-6.67378734618557
"225",-4.776,-20.1915483428062,-6.65738368596967
"226",-4.775,-20.1839594062413,-6.64099255381271
"227",-4.774,-20.1763704696763,-6.62461394607098
"228",-4.773,-20.1687815331113,-6.6082478591008
"229",-4.772,-20.1611925965464,-6.59189428925846
"230",-4.771,-20.1536036599814,-6.57555323290022
"231",-4.77,-20.1460147234165,-6.55922468638241
"232",-4.769,-20.1384257868515,-6.54290864606135
"233",-4.768,-20.1308368502865,-6.52660510829327
"234",-4.767,-20.1232479137216,-6.51031406943451
"235",-4.766,-20.1156589771566,-6.49403552584133
"236",-4.765,-20.1080700405917,-6.47776947387006
"237",-4.764,-20.1004811040267,-6.46151590987699
"238",-4.763,-20.0928921674617,-6.4452748302184
"239",-4.762,-20.0853032308968,-6.42904623125059
"240",-4.761,-20.0777142943318,-6.41283010932987
"241",-4.76,-20.0701253577669,-6.3966264608125
"242",-4.759,-20.0625364212019,-6.38043528205482
"243",-4.758,-20.0549474846369,-6.36425656941309
"244",-4.757,-20.047358548072,-6.3480903192436
"245",-4.756,-20.039769611507,-6.33193652790268
"246",-4.755,-20.032180674942,-6.31579519174661
"247",-4.754,-20.0245917383771,-6.29966630713168
"248",-4.753,-20.0170028018121,-6.2835498704142
"249",-4.752,-20.0094138652472,-6.26744587795043
"250",-4.751,-20.0018249286822,-6.25135432609672
"251",-4.75,-19.9942359921172,-6.23527521120929
"252",-4.749,-19.9866470555523,-6.21920852964449
"253",-4.748,-19.9790581189873,-6.20315427775861
"254",-4.747,-19.9714691824224,-6.18711245190794
"255",-4.746,-19.9638802458574,-6.17108304844878
"256",-4.745,-19.9562913092924,-6.15506606373739
"257",-4.744,-19.9487023727275,-6.1390614941301
"258",-4.743,-19.9411134361625,-6.12306933598321
"259",-4.742,-19.9335244995975,-6.10708958565301
"260",-4.741,-19.9259355630326,-6.09112223949576
"261",-4.74,-19.9183466264676,-6.0751672938678
"262",-4.739,-19.9107576899027,-6.05922474512541
"263",-4.738,-19.9031687533377,-6.04329458962486
"264",-4.737,-19.8955798167727,-6.0273768237225
"265",-4.736,-19.8879908802078,-6.01147144377458
"266",-4.735,-19.8804019436428,-5.99557844613741
"267",-4.734,-19.8728130070779,-5.97969782716729
"268",-4.733,-19.8652240705129,-5.96382958322047
"269",-4.732,-19.8576351339479,-5.94797371065332
"270",-4.731,-19.850046197383,-5.93213020582209
"271",-4.73,-19.842457260818,-5.91629906508309
"272",-4.729,-19.834868324253,-5.90048028479259
"273",-4.728,-19.8272793876881,-5.8846738613069
"274",-4.727,-19.8196904511231,-5.86887979098234
"275",-4.726,-19.8121015145582,-5.85309807017517
"276",-4.725,-19.8045125779932,-5.83732869524169
"277",-4.724,-19.7969236414282,-5.82157166253823
"278",-4.723,-19.7893347048633,-5.80582696842103
"279",-4.722,-19.7817457682983,-5.79009460924642
"280",-4.721,-19.7741568317334,-5.77437458137069
"281",-4.72,-19.7665678951684,-5.75866688115015
"282",-4.719,-19.7589789586034,-5.74297150494107
"283",-4.718,-19.7513900220385,-5.72728844909973
"284",-4.717,-19.7438010854735,-5.71161770998246
"285",-4.716,-19.7362121489086,-5.69595928394556
"286",-4.715,-19.7286232123436,-5.6803131673453
"287",-4.714,-19.7210342757786,-5.66467935653797
"288",-4.713,-19.7134453392137,-5.64905784787989
"289",-4.712,-19.7058564026487,-5.63344863772733
"290",-4.711,-19.6982674660837,-5.61785172243663
"291",-4.71,-19.6906785295188,-5.60226709836402
"292",-4.709,-19.6830895929538,-5.58669476186584
"293",-4.708,-19.6755006563889,-5.57113470929838
"294",-4.707,-19.6679117198239,-5.55558693701792
"295",-4.706,-19.6603227832589,-5.54005144138078
"296",-4.705,-19.652733846694,-5.52452821874322
"297",-4.704,-19.645144910129,-5.50901726546154
"298",-4.703,-19.6375559735641,-5.49351857789208
"299",-4.702,-19.6299670369991,-5.47803215239108
"300",-4.701,-19.6223781004341,-5.46255798531487
"301",-4.7,-19.6147891638692,-5.44709607301975
"302",-4.699,-19.6072002273042,-5.43164641186198
"303",-4.698,-19.5996112907393,-5.41620899819787
"304",-4.697,-19.5920223541743,-5.40078382838372
"305",-4.696,-19.5844334176093,-5.38537089877583
"306",-4.695,-19.5768444810444,-5.36997020573049
"307",-4.694,-19.5692555444794,-5.35458174560399
"308",-4.693,-19.5616666079144,-5.33920551475263
"309",-4.692,-19.5540776713495,-5.32384150953271
"310",-4.691,-19.5464887347845,-5.3084897263005
"311",-4.69,-19.5388997982196,-5.29315016141233
"312",-4.689,-19.5313108616546,-5.27782281122448
"313",-4.688,-19.5237219250896,-5.26250767209324
"314",-4.687,-19.5161329885247,-5.24720474037491
"315",-4.686,-19.5085440519597,-5.23191401242578
"316",-4.685,-19.5009551153947,-5.21663548460214
"317",-4.684,-19.4933661788298,-5.20136915326032
"318",-4.683,-19.4857772422648,-5.18611501475656
"319",-4.682,-19.4781883056999,-5.17087306544721
"320",-4.681,-19.4705993691349,-5.15564330168854
"321",-4.68,-19.4630104325699,-5.14042571983682
"322",-4.679,-19.455421496005,-5.12522031624839
"323",-4.678,-19.44783255944,-5.11002708727951
"324",-4.677,-19.4402436228751,-5.09484602928649
"325",-4.676,-19.4326546863101,-5.07967713862563
"326",-4.675,-19.4250657497451,-5.06452041165321
"327",-4.674,-19.4174768131802,-5.04937584472556
"328",-4.673,-19.4098878766152,-5.03424343419893
"329",-4.672,-19.4022989400503,-5.01912317642964
"330",-4.671,-19.3947100034853,-5.00401506777397
"331",-4.67,-19.3871210669203,-4.98891910458823
"332",-4.669,-19.3795321303554,-4.97383528322869
"333",-4.668,-19.3719431937904,-4.95876360005171
"334",-4.667,-19.3643542572254,-4.9437040514135
"335",-4.666,-19.3567653206605,-4.92865663367042
"336",-4.665,-19.3491763840955,-4.91362134317873
"337",-4.664,-19.3415874475306,-4.89859817629472
"338",-4.663,-19.3339985109656,-4.88358712937472
"339",-4.662,-19.3264095744006,-4.868588198775
"340",-4.661,-19.3188206378357,-4.85360138085186
"341",-4.66,-19.3112317012707,-4.83862667196158
"342",-4.659,-19.3036427647058,-4.82366406846049
"343",-4.658,-19.2960538281408,-4.80871356670487
"344",-4.657,-19.2884648915758,-4.79377516305099
"345",-4.656,-19.2808759550109,-4.77884885385516
"346",-4.655,-19.2732870184459,-4.7639346354737
"347",-4.654,-19.265698081881,-4.74903250426287
"348",-4.653,-19.258109145316,-4.73414245657899
"349",-4.652,-19.250520208751,-4.71926448877834
"350",-4.651,-19.2429312721861,-4.70439859721721
"351",-4.65,-19.2353423356211,-4.68954477825194
"352",-4.649,-19.2277533990561,-4.67470302823875
"353",-4.648,-19.2201644624912,-4.659873343534
"354",-4.647,-19.2125755259262,-4.64505572049395
"355",-4.646,-19.2049865893613,-4.6302501554749
"356",-4.645,-19.1973976527963,-4.61545664483316
"357",-4.644,-19.1898087162313,-4.60067518492502
"358",-4.643,-19.1822197796664,-4.58590577210675
"359",-4.642,-19.1746308431014,-4.57114840273469
"360",-4.641,-19.1670419065365,-4.55640307316509
"361",-4.64,-19.1594529699715,-4.54166977975427
"362",-4.639,-19.1518640334065,-4.52694851885853
"363",-4.638,-19.1442750968416,-4.51223928683414
"364",-4.637,-19.1366861602766,-4.49754208003743
"365",-4.636,-19.1290972237116,-4.48285689482466
"366",-4.635,-19.1215082871467,-4.46818372755214
"367",-4.634,-19.1139193505817,-4.45352257457618
"368",-4.633,-19.1063304140168,-4.43887343225305
"369",-4.632,-19.0987414774518,-4.42423629693905
"370",-4.631,-19.0911525408868,-4.40961116499049
"371",-4.63,-19.0835636043219,-4.39499803276365
"372",-4.629,-19.0759746677569,-4.38039689661483
"373",-4.628,-19.068385731192,-4.36580775290033
"374",-4.627,-19.060796794627,-4.35123059797644
"375",-4.626,-19.053207858062,-4.33666542819947
"376",-4.625,-19.0456189214971,-4.32211223992567
"377",-4.624,-19.0380299849321,-4.30757102951138
"378",-4.623,-19.0304410483671,-4.2930417933129
"379",-4.622,-19.0228521118022,-4.27852452768647
"380",-4.621,-19.0152631752372,-4.26401922898845
"381",-4.62,-19.0076742386723,-4.24952589357509
"382",-4.619,-19.0000853021073,-4.23504451780271
"383",-4.618,-18.9924963655423,-4.22057509802759
"384",-4.617,-18.9849074289774,-4.20611763060604
"385",-4.616,-18.9773184924124,-4.19167211189433
"386",-4.615,-18.9697295558475,-4.17723853824879
"387",-4.614,-18.9621406192825,-4.16281690602566
"388",-4.613,-18.9545516827175,-4.1484072115813
"389",-4.612,-18.9469627461526,-4.13400945127199
"390",-4.611,-18.9393738095876,-4.11962362145399
"391",-4.61,-18.9317848730227,-4.10524971848362
"392",-4.609,-18.9241959364577,-4.09088773871717
"393",-4.608,-18.9166069998927,-4.07653767851093
"394",-4.607,-18.9090180633278,-4.06219953422121
"395",-4.606,-18.9014291267628,-4.04787330220429
"396",-4.605,-18.8938401901978,-4.03355897881649
"397",-4.604,-18.8862512536329,-4.01925656041406
"398",-4.603,-18.8786623170679,-4.00496604335334
"399",-4.602,-18.871073380503,-3.99068742399061
"400",-4.601,-18.863484443938,-3.97642069868214
"401",-4.6,-18.855895507373,-3.96216586378425
"402",-4.599,-18.8483065708081,-3.94792291565326
"403",-4.598,-18.8407176342431,-3.9336918506454
"404",-4.597,-18.8331286976782,-3.91947266511701
"405",-4.596,-18.8255397611132,-3.9052653554244
"406",-4.595,-18.8179508245482,-3.89106991792382
"407",-4.594,-18.8103618879833,-3.8768863489716
"408",-4.593,-18.8027729514183,-3.862714644924
"409",-4.592,-18.7951840148533,-3.84855480213735
"410",-4.591,-18.7875950782884,-3.83440681696793
"411",-4.59,-18.7800061417234,-3.82027068577204
"412",-4.589,-18.7724172051585,-3.80614640490599
"413",-4.588,-18.7648282685935,-3.79203397072603
"414",-4.587,-18.7572393320285,-3.77793337958848
"415",-4.586,-18.7496503954636,-3.76384462784965
"416",-4.585,-18.7420614588986,-3.74976771186581
"417",-4.584,-18.7344725223337,-3.73570262799327
"418",-4.583,-18.7268835857687,-3.72164937258833
"419",-4.582,-18.7192946492037,-3.70760794200727
"420",-4.581,-18.7117057126388,-3.69357833260641
"421",-4.58,-18.7041167760738,-3.679560540742
"422",-4.579,-18.6965278395088,-3.66555456277037
"423",-4.578,-18.6889389029439,-3.65156039504782
"424",-4.577,-18.6813499663789,-3.63757803393062
"425",-4.576,-18.673761029814,-3.62360747577507
"426",-4.575,-18.666172093249,-3.60964871693749
"427",-4.574,-18.658583156684,-3.59570175377414
"428",-4.573,-18.6509942201191,-3.58176658264136
"429",-4.572,-18.6434052835541,-3.56784319989539
"430",-4.571,-18.6358163469892,-3.55393160189255
"431",-4.57,-18.6282274104242,-3.54003178498916
"432",-4.569,-18.6206384738592,-3.52614374554147
"433",-4.568,-18.6130495372943,-3.51226747990581
"434",-4.567,-18.6054606007293,-3.49840298443846
"435",-4.566,-18.5978716641643,-3.48455025549571
"436",-4.565,-18.5902827275994,-3.47070928943388
"437",-4.564,-18.5826937910344,-3.45688008260923
"438",-4.563,-18.5751048544695,-3.44306263137807
"439",-4.562,-18.5675159179045,-3.42925693209672
"440",-4.561,-18.5599269813395,-3.41546298112144
"441",-4.56,-18.5523380447746,-3.40168077480852
"442",-4.559,-18.5447491082096,-3.3879103095143
"443",-4.558,-18.5371601716447,-3.37415158159503
"444",-4.557,-18.5295712350797,-3.36040458740703
"445",-4.556,-18.5219822985147,-3.34666932330659
"446",-4.555,-18.5143933619498,-3.33294578564999
"447",-4.554,-18.5068044253848,-3.31923397079355
"448",-4.553,-18.4992154888199,-3.30553387509355
"449",-4.552,-18.4916265522549,-3.29184549490628
"450",-4.551,-18.4840376156899,-3.27816882658806
"451",-4.55,-18.476448679125,-3.26450386649516
"452",-4.549,-18.46885974256,-3.25085061098387
"453",-4.548,-18.461270805995,-3.23720905641052
"454",-4.547,-18.4536818694301,-3.22357919913136
"455",-4.546,-18.4460929328651,-3.20996103550274
"456",-4.545,-18.4385039963002,-3.19635456188088
"457",-4.544,-18.4309150597352,-3.18275977462214
"458",-4.543,-18.4233261231702,-3.1691766700828
"459",-4.542,-18.4157371866053,-3.15560524461913
"460",-4.541,-18.4081482500403,-3.14204549458747
"461",-4.54,-18.4005593134754,-3.12849741634406
"462",-4.539,-18.3929703769104,-3.11496100624524
"463",-4.538,-18.3853814403454,-3.10143626064728
"464",-4.537,-18.3777925037805,-3.08792317590649
"465",-4.536,-18.3702035672155,-3.07442174837915
"466",-4.535,-18.3626146306506,-3.06093197442157
"467",-4.534,-18.3550256940856,-3.04745385039003
"468",-4.533,-18.3474367575206,-3.03398737264084
"469",-4.532,-18.3398478209557,-3.0205325375303
"470",-4.531,-18.3322588843907,-3.00708934141467
"471",-4.53,-18.3246699478257,-2.99365778065028
"472",-4.529,-18.3170810112608,-2.9802378515934
"473",-4.528,-18.3094920746958,-2.96682955060035
"474",-4.527,-18.3019031381309,-2.95343287402743
"475",-4.526,-18.2943142015659,-2.94004781823089
"476",-4.525,-18.2867252650009,-2.92667437956707
"477",-4.524,-18.279136328436,-2.91331255439225
"478",-4.523,-18.271547391871,-2.89996233906271
"479",-4.522,-18.2639584553061,-2.88662372993477
"480",-4.521,-18.2563695187411,-2.8732967233647
"481",-4.52,-18.2487805821761,-2.85998131570881
"482",-4.519,-18.2411916456112,-2.84667750332342
"483",-4.518,-18.2336027090462,-2.83338528256478
"484",-4.517,-18.2260137724812,-2.82010464978921
"485",-4.516,-18.2184248359163,-2.80683560135299
"486",-4.515,-18.2108358993513,-2.79357813361243
"487",-4.514,-18.2032469627864,-2.78033224292381
"488",-4.513,-18.1956580262214,-2.76709792564343
"489",-4.512,-18.1880690896564,-2.75387517812761
"490",-4.511,-18.1804801530915,-2.74066399673261
"491",-4.51,-18.1728912165265,-2.72746437781473
"492",-4.509,-18.1653022799616,-2.7142763177303
"493",-4.508,-18.1577133433966,-2.70109981283557
"494",-4.507,-18.1501244068316,-2.68793485948685
"495",-4.506,-18.1425354702667,-2.67478145404045
"496",-4.505,-18.1349465337017,-2.66163959285264
"497",-4.504,-18.1273575971367,-2.64850927227975
"498",-4.503,-18.1197686605718,-2.63539048867804
"499",-4.502,-18.1121797240068,-2.62228323840382
"500",-4.501,-18.1045907874419,-2.6091875178134
"501",-4.5,-18.0970018508769,-2.59610332326304
"502",-4.499,-18.0894129143119,-2.58303065110904
"503",-4.498,-18.081823977747,-2.56996949770775
"504",-4.497,-18.074235041182,-2.55691985941539
"505",-4.496,-18.0666461046171,-2.54388173258831
"506",-4.495,-18.0590571680521,-2.53085511358277
"507",-4.494,-18.0514682314871,-2.51783999875509
"508",-4.493,-18.0438792949222,-2.50483638446156
"509",-4.492,-18.0362903583572,-2.49184426705845
"510",-4.491,-18.0287014217923,-2.47886364290208
"511",-4.49,-18.0211124852273,-2.46589450834875
"512",-4.489,-18.0135235486623,-2.45293685975474
"513",-4.488,-18.0059346120974,-2.43999069347634
"514",-4.487,-17.9983456755324,-2.42705600586986
"515",-4.486,-17.9907567389674,-2.41413279329159
"516",-4.485,-17.9831678024025,-2.40122105209785
"517",-4.484,-17.9755788658375,-2.38832077864487
"518",-4.483,-17.9679899292726,-2.375431969289
"519",-4.482,-17.9604009927076,-2.36255462038653
"520",-4.481,-17.9528120561426,-2.34968872829372
"521",-4.48,-17.9452231195777,-2.33683428936691
"522",-4.479,-17.9376341830127,-2.32399129996237
"523",-4.478,-17.9300452464478,-2.31115975643639
"524",-4.477,-17.9224563098828,-2.2983396551453
"525",-4.476,-17.9148673733178,-2.28553099244534
"526",-4.475,-17.9072784367529,-2.27273376469284
"527",-4.474,-17.8996895001879,-2.25994796824411
"528",-4.473,-17.892100563623,-2.24717359945541
"529",-4.472,-17.884511627058,-2.23441065468304
"530",-4.471,-17.876922690493,-2.22165913028334
"531",-4.47,-17.8693337539281,-2.20891902261253
"532",-4.469,-17.8617448173631,-2.19619032802697
"533",-4.468,-17.8541558807981,-2.18347304288292
"534",-4.467,-17.8465669442332,-2.17076716353668
"535",-4.466,-17.8389780076682,-2.15807268634457
"536",-4.465,-17.8313890711033,-2.14538960766285
"537",-4.464,-17.8238001345383,-2.13271792384784
"538",-4.463,-17.8162111979733,-2.12005763125581
"539",-4.462,-17.8086222614084,-2.10740872624307
"540",-4.461,-17.8010333248434,-2.09477120516593
